name,address,notes
??0W3DFloorDrawModuleDataBase@@QAE@XZ,0x0001E736,Open-BFME5 the incremental-link thunk that constructor encodes
??0W3DFloorDrawModuleDataBase@@QAE@XZ,0x00759460,Open-BFME5 base constructor W3DFloorDrawModuleData forwards to; unnamed in the image
??0W3DGameWindowManager@@QAE@XZ,0x00021701
??0W3DHordeModelDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008378,link thunk to the W3DHordeModelDraw constructor; named from the draw-module registration that pairs "W3DHordeModelDraw" with factory 0x006BFBE0
??0W3DHordeModelDrawModuleData@@QAE@XZ,0x00037187,module-data constructor called by W3DHordeModelDraw::friend_newModuleData at 0x006BFC60
??0W3DInGameUI@@QAE@XZ,0x0003CDB2
??0W3DLaserDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000E61A,link thunk to the W3DLaserDraw constructor; named from the draw-module registration that pairs "W3DLaserDraw" with factory 0x006BF150
??0W3DLaserDrawModuleData@@QAE@XZ,0x0001BE41,pinharvest x1 (thunk)
??0W3DLightDrawModuleData@@QAE@XZ,0x00028D9E,module-data constructor called by W3DLightDraw::friend_newModuleData at 0x006BFB50
??0W3DModelDrawModuleData@@QAE@XZ,0x00025EBE,pinharvest x1 (thunk)
??0W3DMouse@@QAE@XZ,0x0002B7B0,ILT fronting the 233-byte body at 0x007003E0; from W3DGameClient::createMouse
??0W3DOverlordAircraftDrawModuleData@@QAE@XZ,0x00025EBE,pinharvest x1 (thunk)
??0W3DOverlordTankDrawModuleData@@QAE@XZ,0x0000260D
??0W3DOverlordTruckModuleDataBase@@QAE@XZ,0x000426E0,TU-local ABI name for the 225-byte retail base called at 0x00429460
??0W3DProjectileStreamDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00002B67,pinharvest x1 (thunk)
??0W3DProjectileStreamDrawModuleData@@QAE@XZ,0x00001780,pinharvest x1 (thunk)
??0W3DProjectileStreamDrawModuleData@@QAE@XZ,0x0001ECBD,pinharvest x1 (thunk)
??0W3DProjectileStreamDrawModuleData@@QAE@XZ,0x0002C9D0,pinharvest x1 (thunk)
??0W3DProjectileStreamDrawModuleData@@QAE@XZ,0x0002E069,pinharvest x1 (thunk)
??0W3DPropDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00039770,link thunk to the W3DPropDraw constructor; named from the draw-module registration that pairs "W3DPropDraw" with factory 0x006BF8B0
??0W3DPropDrawModuleData@@QAE@XZ,0x0001FABE,pinharvest x1 (thunk)
??0W3DPropDrawModuleData@@QAE@XZ,0x0001FEB0,pinharvest x1 (thunk)
??0W3DPropDrawModuleData@@QAE@XZ,0x000283F3,pinharvest x1 (thunk)
??0W3DPropDrawModuleData@@QAE@XZ,0x0002DABA,pinharvest x1 (thunk)
??0W3DPropDrawModuleData@@QAE@XZ,0x00043969,pinharvest x1 (thunk)
??0W3DPropDrawModuleData@@QAE@XZ,0x0004601A,pinharvest x1 (thunk)
??0W3DQuadrupedDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000B339,link thunk to the W3DQuadrupedDraw constructor; named from the draw-module registration that pairs "W3DQuadrupedDraw" with factory 0x006BF260
??0W3DQuadrupedDrawModuleDataBase@@QAE@XZ,0x0000289C,Open-BFME5 W3DQuadruped module data base constructor pin
??0W3DQuadrupedElement@@QAE@XZ,0x00017BD9,Open-BFME5 W3DQuadruped array element constructor pin
??0W3DRopeDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048167,retail W3D factory registration
??0W3DScienceModelDrawModuleData@@QAE@XZ,0x0001235A,pinharvest x1 (thunk)
??0W3DScriptedModelDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x000285EC,link thunk to the W3DScriptedModelDraw constructor; named from the draw-module registration that pairs "W3DScriptedModelDraw" with factory 0x006BF040
??0W3DScriptedModelDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00773360,Open-BFME5 base constructor W3DQuadrupedDraw and W3DSupplyDraw forward to
??0W3DScriptedModelDrawModuleData@@QAE@XZ,0x0000289C,module-data constructor called by W3DScriptedModelDraw::friend_newModuleData at 0x006BF0C0
??0W3DShadowGeometryManager@@QAE@XZ,0x00038488,BFME constructor ILT reached by volumetric shadow manager allocation
??0W3DSnowManager@@QAE@XZ,0x000216C0
??0W3DStreakDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00031804,link thunk to the W3DStreakDraw constructor; named from the draw-module registration that pairs "W3DStreakDraw" with factory 0x006BFCF0
??0W3DStreakDrawModuleData@@QAE@XZ,0x000302EC,module-data constructor called by W3DStreakDraw::friend_newModuleData at 0x006BFD70
??0W3DSupplyDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001F659,pinharvest x1 (thunk)
??0W3DSupplyDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00021CE2,pinharvest x1 (thunk)
??0W3DSupplyDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00042E9C,link thunk to 0x0077DB70; the address the factory at 0x006BF360 encodes
??0W3DSupplyDrawModuleData@@QAE@XZ,0x0001235A,pinharvest x1 (thunk)
??0W3DSupplyDrawModuleData@@QAE@XZ,0x0001E76D,link thunk to 0x0077DD50; the address the factory at 0x006BF3E0 encodes
??0W3DSupplyDrawModuleDataBase@@QAE@XZ,0x0000289C,Open-BFME5 the incremental-link thunk that constructor encodes
??0W3DSupplyDrawModuleDataBase@@QAE@XZ,0x0077CDE0,Open-BFME5 base of W3DSupplyDrawModuleData; unnamed in the image
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00006C85,pinharvest x1 (thunk)
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000CC2F,link thunk to 0x0077F050; called by the factory at 0x006BF580
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x000138C2,pinharvest x1 (thunk)
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001FE7E,pinharvest x1 (thunk)
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002CD86,pinharvest x1 (thunk)
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00042618,pinharvest x1 (thunk)
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004549E,pinharvest x1 (thunk)
??0W3DTankDrawModuleData@@QAE@XZ,0x00018322,pinharvest x1 (thunk)
??0W3DTankDrawModuleData@@QAE@XZ,0x0003B14C,pinharvest x1 (thunk)
??0W3DTankDrawModuleData@@QAE@XZ,0x0003D451,link thunk; called by W3DTankDraw::friend_newModuleData at 0x006BF600
??0W3DTankDrawModuleDataBase@@QAE@XZ,0x0000289C,Open-BFME5 address-derived base whose constructor W3DTankDrawModuleData reaches through the incremental-link thunk at 0x0000289C
??0W3DTerrainVisual@@QAE@XZ,0x00024DC0
??0W3DTerrainVisualBase@@QAE@XZ,0x0001693C,Open-BFME5 the incremental-link thunk that constructor encodes
??0W3DTerrainVisualBase@@QAE@XZ,0x00602C70,Open-BFME5 the base constructor W3DTerrainVisual forwards to; unnamed in the image
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00004D36,pinharvest x1 (thunk)
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000C199,pinharvest x1 (thunk)
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00025581,pinharvest x1 (thunk)
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00041547,pinharvest x1 (thunk)
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048B9E,pinharvest x1 (thunk)
??0W3DTreeDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034C25,link thunk to the W3DTreeDraw constructor; named from the draw-module registration that pairs "W3DTreeDraw" with factory 0x006BF690
??0W3DTruckDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00036AED,link thunk to the W3DTruckDraw constructor; named from the draw-module registration that pairs "W3DTruckDraw" with factory 0x006BF470
??0W3DTruckDrawModuleData@@QAE@XZ,0x0000CC3E,pinharvest x1 (thunk)
??0W3DTruckDrawModuleData@@QAE@XZ,0x0003616F,link thunk to 0x0077F830; the address the factory at 0x006BF4F0 encodes
??0WOLLoginNickList@@QAE@ABV0@@Z,0x0003FA67,WOLLogin pair list-layout copy thunk;target=0x00443D60
??0Weapon@@QAE@PBVWeaponTemplate@@W4WeaponSlotType@@@Z,0x00002B03,Open-BFME5 Weapon ctor pin
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008878,pinharvest x1 (thunk)
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000BAF0,pinharvest x1 (thunk)
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034EDC,pinharvest x1 (thunk)
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00038C35,pinharvest x1 (thunk)
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003DB36,pinharvest x1 (thunk)
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004B510,pinharvest x1 (thunk)
??0WeaponBonusUpdateModuleData@@QAE@XZ,0x0003CA01,pinharvest x1 (thunk)
??0WeaponBonusUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x000375B5,module ctor (friend_newModuleInstance retail call target)
??0WeaponFireSpecialAbilityUpdateModuleDataBase@@QAE@XZ,0x0003F503,WeaponFireSpecialAbilityUpdateModuleData ctor base
??0WeaponModeSpecialPowerUpdateBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001DD40,WeaponModeSpecialPowerUpdate ctor base call
??0WeaponModeSpecialPowerUpdateModuleDataBase@@QAE@XZ,0x00023FE7,WeaponModeSpecialPowerUpdateModuleData ctor base
??0WeaponSetUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003406D,module ctor (friend_newModuleInstance retail call target)
??0WeaponTemplate@@QAE@XZ,0x0004456C,newWeaponTemplate call target (incremental-link thunk)
??0WeatherSetting@@QAE@XZ,0x000157CB,harvested from parseWeatherDefinition (thunk)
??0WindowTransitionINI@@QAE@XZ,0x00851230,TU-local BFME INI ABI declaration for GameWindowTransitionsHandler::load
??0WorkerAIUpdateModuleData@@QAE@XZ,0x00024BFE,pinharvest x1 (thunk)
??0WorkerAIUpdateModuleData@@QAE@XZ,0x000386B8,pinharvest x1 (thunk)
??0WriteLockClass@BoxDynamicVBAccessClass@@QAE@PAV1@@Z,0x0091F160,TU-local DynamicVB lock ABI for BoxRenderObjClass::render_box
??0WriteLockClass@DynamicIBAccessClass@@QAE@PAV1@@Z,0x0091D410,DynamicIB lock ABI for BoxRenderObjClass::render_box
??0WriteLockClass@VertexBufferClass@@QAE@PAV1@H@Z,0x0091DD70,REL32 callee pin
??0_Filebuf_base@_STL@@QAE@XZ,0x00849F40,STLport 4.5.3 library-internal callee; address read from the retail REL32 displacement in Code/stlport/X4Filebuf.cpp
??0_Time_Info@_STL@@QAE@XZ,0x00836220,STLport 4.5.3 library-internal callee; address read from the retail REL32 displacement in Code/stlport/X4TimeFacets.cpp
??0_bfme_AptGameWindow@@QAE@PAX@Z,0x00465310,mechanics-derived name: GameWindow ctor ILT 0x0001B9FA then vtable 0x010F711C and the secondary vtable 0x010F7118 at +0x218; zeroes +0x21c..+0x248; AsciiString +0x24c; +0x250 = -1; byte +0x254; constructed inside the APT screen ctors 0x0052C660 0x0055D150 0x00563370 0x0056A2F0 (BfmeAptScreenQuitMenu) 0x0056E980; ILT 0x00039B6C
??0file_auto_ptr@@QAE@PAVFileFactoryClass@@PBD@Z,0x009DD4F0
??0ios_base@_STL@@IAE@XZ,0x0083F6B0,STLport 4.5.3 library-internal callee; address read from the retail REL32 displacement in Code/stlport/X4Streams.cpp
??0locale@_STL@@QAE@XZ,0x00832120,STLport 4.5.3 library-internal callee; address read from the retail REL32 displacement in Code/stlport/X4Filebuf.cpp
??1?$SimpleDynVecClass@VVector3@@@@UAE@XZ,0x00887940
??1?$StringBase@D@@AAE@XZ,0x00887940,NetCommandMsg_text.cpp setters call the destructor body directly; the ledger row at 0x0005E490 is its incremental-link thunk
??1?$StringBase@G@@AAE@XZ,0x008881D0,the wide destructor body, which folds with releaseBuffer; the ledger row at 0x0005E4E0 is its incremental-link thunk
??1?$_List_base@HV?$allocator@H@_STL@@@_STL@@QAE@XZ,0x0000E68D,HordeSiegeEngineContain list member destructor call target (second COMDAT copy)
??1?$_List_base@HV?$allocator@H@_STL@@@_STL@@QAE@XZ,0x00013449,SpecialAbilityUpdate list member destructor call target
??1?$_List_base@HV?$allocator@H@_STL@@@_STL@@QAE@XZ,0x000383CF,HordeContain list member destructor call target (third COMDAT copy 0x0020ACD0)
??1?$_List_base@PAVAnimateWindow@@V?$allocator@PAVAnimateWindow@@@_STL@@@_STL@@QAE@XZ,0x0002CFD4,ILT thunk; retail call sites use the thunk
??1?$_List_base@PAVCampaign@@V?$allocator@PAVCampaign@@@_STL@@@_STL@@QAE@XZ,0x00015686,CampaignManager destructor STLport list base teardown
??1?$_List_base@PAVControlBarSchemeAnimation@@V?$allocator@PAVControlBarSchemeAnimation@@@_STL@@@_STL@@QAE@XZ,0x00011EFA
??1?$_List_base@PAVCreditsLine@@V?$allocator@PAVCreditsLine@@@_STL@@@_STL@@QAE@XZ,0x0040C510,exact Credits.cpp STLport list-base destructor helper; concrete CreditsLine* node type and direct __node_alloc deallocation verified against retail
??1?$_List_base@PAVGameWindow@@V?$allocator@PAVGameWindow@@@_STL@@@_STL@@QAE@XZ,0x00040278,GameWindowManager dtor call target (incremental-link thunk)
??1?$_List_base@PAVObject@@V?$allocator@PAVObject@@@_STL@@@_STL@@QAE@XZ,0x0000E68D,OpenContain m_containList destructor call target
??1?$_List_base@PAVResizerWindow@@V?$allocator@PAVResizerWindow@@@_STL@@@_STL@@QAE@XZ,0x000361BA,ILT thunk; retail call sites use the thunk
??1?$_List_base@UGen_p8pod@@V?$allocator@UGen_p8pod@@@_STL@@@_STL@@QAE@XZ,0x000078C4,ContestableContain list member destructor call target (tg_0021aed0)
??1?$_List_base@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@QAE@XZ,0x008881D0,derived-ICF
??1?$_Rb_tree@HHU?$_Identity@H@_STL@@U?$less@H@2@V?$allocator@H@2@@_STL@@QAE@XZ,0x00032FD3
??1?$_Rb_tree@HU?$pair@$$CBHPAVGameSpyStagingRoom@@@_STL@@U?$_Select1st@U?$pair@$$CBHPAVGameSpyStagingRoom@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHPAVGameSpyStagingRoom@@@_STL@@@2@@_STL@@QAE@XZ,0x0001D9A3
??1?$_Rb_tree@HU?$pair@$$CBHPAVPlayer@@@_STL@@U?$_Select1st@U?$pair@$$CBHPAVPlayer@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHPAVPlayer@@@_STL@@@2@@_STL@@QAE@XZ,0x004E4CF0,destructor of the same map<Int Player*> tree: if node_count erase(root) via 0x004E3060 reset header then free the 0x18-byte header; ILT 0x00005A65 called by grabMultiPlayerInfo at 0x004E825F when scores goes out of scope (and the EH funclet 0x004E5070)
??1?$_Rb_tree@HU?$pair@$$CBHVAsciiString@@@_STL@@U?$_Select1st@U?$pair@$$CBHVAsciiString@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVAsciiString@@@_STL@@@2@@_STL@@QAE@XZ,0x0000E02F,SavedIgnoreMap temporary destructor pin
??1?$_Rb_tree@HU?$pair@$$CBHVBuddyInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHVBuddyInfo@@@_STL@@@2@@_STL@@QAE@XZ,0x0001BAC2
??1?$_Rb_tree@IU?$pair@$$CBIPAVImage@@@_STL@@U?$_Select1st@U?$pair@$$CBIPAVImage@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIPAVImage@@@_STL@@@2@@_STL@@QAE@XZ,0x0004AB6A
??1?$_Rb_tree@IU?$pair@$$CBIPAVImage@@@_STL@@U?$_Select1st@U?$pair@$$CBIPAVImage@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIPAVImage@@@_STL@@@2@@_STL@@QAE@XZ,0x005D2900
??1?$_Rb_tree@IU?$pair@$$CBI_N@_STL@@U?$_Select1st@U?$pair@$$CBI_N@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBI_N@_STL@@@2@@_STL@@QAE@XZ,0x0001481C,pinharvest x1 (thunk)
??1?$_Rb_tree@IU?$pair@$$CBI_N@_STL@@U?$_Select1st@U?$pair@$$CBI_N@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBI_N@_STL@@@2@@_STL@@QAE@XZ,0x00887940,pinharvest x1 (body)
??1?$_Rb_tree@JU?$pair@$$CBJVLadderPref@@@_STL@@U?$_Select1st@U?$pair@$$CBJVLadderPref@@@_STL@@@2@U?$less@J@2@V?$allocator@U?$pair@$$CBJVLadderPref@@@_STL@@@2@@_STL@@QAE@XZ,0x000192CC
??1?$_Rb_tree@PAVGameSpyStagingRoom@@PAV1@U?$_Identity@PAVGameSpyStagingRoom@@@_STL@@U?$less@PAVGameSpyStagingRoom@@@3@V?$allocator@PAVGameSpyStagingRoom@@@3@@_STL@@QAE@XZ,0x00018EF3,RefreshGameListBox EH-unwind cleanup dtor for sgl (default less<T*> comparator instantiation)
??1?$_Rb_tree@PAVGameSpyStagingRoom@@PAV1@U?$_Identity@PAVGameSpyStagingRoom@@@_STL@@UGameSortStruct@@V?$allocator@PAVGameSpyStagingRoom@@@3@@_STL@@QAE@XZ,0x000471DB,RefreshGameListBox normal-exit dtor for sgl (GameSortStruct comparator)
??1?$_Rb_tree@PAVGameWindow@@PAV1@U?$_Identity@PAVGameWindow@@@_STL@@U?$less@PAVGameWindow@@@3@V?$allocator@PAVGameWindow@@@3@@_STL@@QAE@XZ,0x00045AE8
??1?$_Rb_tree@PBVThingTemplate@@U?$pair@QBVThingTemplate@@H@_STL@@U?$_Select1st@U?$pair@QBVThingTemplate@@H@_STL@@@3@U?$less@PBVThingTemplate@@@3@V?$allocator@U?$pair@QBVThingTemplate@@H@_STL@@@3@@_STL@@QAE@XZ,0x0003D61D
??1?$_Rb_tree@U?$pair@HH@_STL@@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@2@U?$_Select1st@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@@2@U?$less@U?$pair@HH@_STL@@@2@V?$allocator@U?$pair@$$CBU?$pair@HH@_STL@@PAVTeamPrototype@@@_STL@@@2@@_STL@@QAE@XZ,0x000EF540,call displacement in TeamFactory::clear @0x000F6D33
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@@3@@_STL@@QAE@XZ,0x009C9C40,second member destructor in ~ArchiveFileSystem at 0x009CA5C5 -- m_archiveFileMap
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V1@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V1@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V1@@_STL@@@3@@_STL@@QAE@XZ,0x0000B992
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@@_STL@@QAE@XZ,0x00029C58
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VArchivedDirectoryInfo@@@_STL@@@3@@_STL@@QAE@XZ,0x009C9570,CORRECTED from 0x0007D250 (which its own note called the weakest positional guess): ~ArchivedDirectoryInfo at 0x009CA4F0 calls this to destroy m_directories at this+4 and the other 85 of its 89 bytes match exactly. 0x009C9570 also sits with the other archive-tree instantiations -- _M_find 0x009C9AA0, _M_erase 0x009CAAD0 -- where 0x0007D250 does not, so it fails safe
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@QAE@XZ,0x00024BB8
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@_N@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@_N@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@_N@_STL@@@3@@_STL@@QAE@XZ,0x00014047
??1?$_Rb_tree@VAsciiString@@V1@U?$_Identity@VAsciiString@@@_STL@@U?$less@VAsciiString@@@3@V?$allocator@VAsciiString@@@3@@_STL@@QAE@XZ,0x000235E7
??1?$_Rb_tree@VAsciiString@@V1@U?$_Identity@VAsciiString@@@_STL@@U?$less_than_nocase@VAsciiString@@@rts@@V?$allocator@VAsciiString@@@3@@_STL@@QAE@XZ,0x00197AE0,FilenameList destructor -- the set<AsciiString,less_than_nocase> tree; reached from loadIntoDirectoryTree at 0x009CAD?? through the link thunk at 0x000124DB
??1?$_Rb_tree@VUnicodeString@@U?$pair@$$CBVUnicodeString@@_N@_STL@@U?$_Select1st@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@UUnicodeStringLessThan@@V?$allocator@U?$pair@$$CBVUnicodeString@@_N@_STL@@@3@@_STL@@QAE@XZ,0x0003BD2C
??1?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@@3@@_STL@@QAE@XZ,0x0004AB6A,LocomotorStore dtor map clear ILT thunk
??1?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@PAVLocomotorTemplate@@@_STL@@@3@@_STL@@QAE@XZ,0x005D2900,LocomotorStore dtor map clear (retail ICF with Image Rb_tree dtor)
??1?$_Rb_tree@W4NameKeyType@@U?$pair@$$CBW4NameKeyType@@PAVTeamPrototype@@@_STL@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@PAVTeamPrototype@@@_STL@@@3@U?$less@W4NameKeyType@@@3@V?$allocator@U?$pair@$$CBW4NameKeyType@@PAVTeamPrototype@@@_STL@@@3@@_STL@@QAE@XZ,0x009F5970,TeamFactory destructor map delete body
??1?$basic_streambuf@DV?$char_traits@D@_STL@@@_STL@@UAE@XZ,0x0083FB50,STLport 4.5.3 library-internal callee; address read from the retail REL32 displacement in Code/stlport/X4Filebuf.cpp
??1?$pair@$$CBGUGen_t_002c11a0_m4cd@@@_STL@@QAE@XZ,0x0001E29F,family-emit payload member
??1?$pair@$$CBGUGen_t_009f2900_m4cd@@@_STL@@QAE@XZ,0x009F2800,family-emit payload member
??1?$pair@$$CBHUGen_t_000aa6c0_p16cd@@@_STL@@QAE@XZ,0x000A9C90,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_000aa760_p16cd@@@_STL@@QAE@XZ,0x000A9C90,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_000aab60_p16cd@@@_STL@@QAE@XZ,0x000A9C90,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_000d3740_m4cd@@@_STL@@QAE@XZ,0x00044B39,family-emit payload member
??1?$pair@$$CBHUGen_t_000d37e0_m4cd@@@_STL@@QAE@XZ,0x00032FC4,family-emit payload member
??1?$pair@$$CBHUGen_t_000d66f0_m4cd@@@_STL@@QAE@XZ,0x00044B39,family-emit payload member
??1?$pair@$$CBHUGen_t_000d6be0_m4cd@@@_STL@@QAE@XZ,0x00032FC4,family-emit payload member
??1?$pair@$$CBHUGen_t_000efc80_m4cd@@@_STL@@QAE@XZ,0x000479D3,family-emit payload member
??1?$pair@$$CBHUGen_t_000f1c80_m4cd@@@_STL@@QAE@XZ,0x000479D3,family-emit payload member
??1?$pair@$$CBHUGen_t_001362a0_m4cd@@@_STL@@QAE@XZ,0x00018633,family-emit payload member
??1?$pair@$$CBHUGen_t_00136b90_m4cd@@@_STL@@QAE@XZ,0x00018633,family-emit payload member
??1?$pair@$$CBHUGen_t_00138200_p12cd@@@_STL@@QAE@XZ,0x00136800,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_001958b0_p8cd@@@_STL@@QAE@XZ,0x00192CA0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_00195a00_p8cd@@@_STL@@QAE@XZ,0x00192CA0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_00196d30_p8cd@@@_STL@@QAE@XZ,0x00192CA0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0019ad70_p12cd@@@_STL@@QAE@XZ,0x00197920,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0019e300_p12cd@@@_STL@@QAE@XZ,0x0019DFD0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_001d7890_p12cd@@@_STL@@QAE@XZ,0x001D7220,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0033d150_p12cd@@@_STL@@QAE@XZ,0x003396B0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0033d1a0_p8cd@@@_STL@@QAE@XZ,0x00339770,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0033d1f0_p8cd@@@_STL@@QAE@XZ,0x00339830,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0033d240_p8cd@@@_STL@@QAE@XZ,0x00339890,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0036ecf0_p12cd@@@_STL@@QAE@XZ,0x0036CCB0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_00375460_p12cd@@@_STL@@QAE@XZ,0x00370DA0,gen-tgrid payload member
??1?$pair@$$CBHUGen_t_0037fd90_m4cd@@@_STL@@QAE@XZ,0x0037EAC0,family-emit payload member
??1?$pair@$$CBHUGen_t_00380620_m4cd@@@_STL@@QAE@XZ,0x0037EAC0,family-emit payload member
??1?$pair@$$CBHUGen_t_00389b30_m4cd@@@_STL@@QAE@XZ,0x0000FF10,family-emit payload member
??1?$pair@$$CBHUGen_t_00389b90_m4cd@@@_STL@@QAE@XZ,0x00026337,family-emit payload member
??1?$pair@$$CBHUGen_t_0038bc90_m4cd@@@_STL@@QAE@XZ,0x0000FF10,family-emit payload member
